Bandit,Reward,Algorithm
4524,0,EpsilonGreedy
4525,0,EpsilonGreedy
4526,0,EpsilonGreedy
4527,1,EpsilonGreedy
4528,0,EpsilonGreedy
4529,0,EpsilonGreedy
4530,1,EpsilonGreedy
4531,1,EpsilonGreedy
4532,0,EpsilonGreedy
4533,1,EpsilonGreedy
4534,0,EpsilonGreedy
4535,1,EpsilonGreedy
4536,0,EpsilonGreedy
4537,1,EpsilonGreedy
4538,0,EpsilonGreedy
4539,0,EpsilonGreedy
4540,0,EpsilonGreedy
4541,0,EpsilonGreedy
4542,0,EpsilonGreedy
4543,0,EpsilonGreedy
4544,1,EpsilonGreedy
4545,0,EpsilonGreedy
4546,0,EpsilonGreedy
4547,1,EpsilonGreedy
4548,0,EpsilonGreedy
4549,0,EpsilonGreedy
4550,0,EpsilonGreedy
4551,1,EpsilonGreedy
4552,1,EpsilonGreedy
4553,0,EpsilonGreedy
4554,0,EpsilonGreedy
4555,0,EpsilonGreedy
4556,1,EpsilonGreedy
4557,1,EpsilonGreedy
4558,0,EpsilonGreedy
4559,1,EpsilonGreedy
4560,0,EpsilonGreedy
4561,0,EpsilonGreedy
4562,0,EpsilonGreedy
4563,0,EpsilonGreedy
4564,0,EpsilonGreedy
4565,1,EpsilonGreedy
4566,0,EpsilonGreedy
4567,0,EpsilonGreedy
4568,0,EpsilonGreedy
4569,0,EpsilonGreedy
4570,0,EpsilonGreedy
4571,1,EpsilonGreedy
4572,1,EpsilonGreedy
4573,0,EpsilonGreedy
4574,1,EpsilonGreedy
4575,1,EpsilonGreedy
4576,1,EpsilonGreedy
4577,0,EpsilonGreedy
4578,0,EpsilonGreedy
4579,1,EpsilonGreedy
4580,0,EpsilonGreedy
4581,0,EpsilonGreedy
4582,1,EpsilonGreedy
4583,1,EpsilonGreedy
4584,0,EpsilonGreedy
4585,0,EpsilonGreedy
4586,0,EpsilonGreedy
4587,0,EpsilonGreedy
4588,1,EpsilonGreedy
4589,0,EpsilonGreedy
4590,1,EpsilonGreedy
4591,0,EpsilonGreedy
4592,0,EpsilonGreedy
4593,0,EpsilonGreedy
4594,0,EpsilonGreedy
4595,0,EpsilonGreedy
4596,1,EpsilonGreedy
4597,1,EpsilonGreedy
4598,0,EpsilonGreedy
4599,1,EpsilonGreedy
4600,0,EpsilonGreedy
4601,0,EpsilonGreedy
4602,0,EpsilonGreedy
4603,0,EpsilonGreedy
4604,0,EpsilonGreedy
4605,1,EpsilonGreedy
4606,1,EpsilonGreedy
4607,1,EpsilonGreedy
4608,0,EpsilonGreedy
4609,1,EpsilonGreedy
4610,0,EpsilonGreedy
4611,1,EpsilonGreedy
4612,0,EpsilonGreedy
4613,1,EpsilonGreedy
4614,1,EpsilonGreedy
4615,1,EpsilonGreedy
4616,0,EpsilonGreedy
4617,0,EpsilonGreedy
4618,1,EpsilonGreedy
4619,0,EpsilonGreedy
4620,1,EpsilonGreedy
4621,0,EpsilonGreedy
4622,1,EpsilonGreedy
4623,1,EpsilonGreedy
4624,1,EpsilonGreedy
4625,0,EpsilonGreedy
4626,0,EpsilonGreedy
4627,0,EpsilonGreedy
4628,0,EpsilonGreedy
4629,0,EpsilonGreedy
4630,0,EpsilonGreedy
4631,0,EpsilonGreedy
4632,1,EpsilonGreedy
4633,0,EpsilonGreedy
4634,0,EpsilonGreedy
4635,1,EpsilonGreedy
4636,0,EpsilonGreedy
4637,1,EpsilonGreedy
4638,1,EpsilonGreedy
4639,0,EpsilonGreedy
4640,1,EpsilonGreedy
4641,0,EpsilonGreedy
4642,1,EpsilonGreedy
4643,0,EpsilonGreedy
4644,0,EpsilonGreedy
4645,0,EpsilonGreedy
4646,1,EpsilonGreedy
4647,1,EpsilonGreedy
4648,0,EpsilonGreedy
4649,0,EpsilonGreedy
4650,0,EpsilonGreedy
4651,0,EpsilonGreedy
4652,0,EpsilonGreedy
4653,0,EpsilonGreedy
4654,1,EpsilonGreedy
4655,0,EpsilonGreedy
4656,0,EpsilonGreedy
4657,0,EpsilonGreedy
4658,0,EpsilonGreedy
4659,0,EpsilonGreedy
4660,1,EpsilonGreedy
4661,0,EpsilonGreedy
4662,0,EpsilonGreedy
4663,1,EpsilonGreedy
4664,0,EpsilonGreedy
4665,1,EpsilonGreedy
4666,0,EpsilonGreedy
4667,1,EpsilonGreedy
4668,0,EpsilonGreedy
4669,0,EpsilonGreedy
4670,0,EpsilonGreedy
4671,0,EpsilonGreedy
4672,1,EpsilonGreedy
4673,0,EpsilonGreedy
4674,0,EpsilonGreedy
4675,0,EpsilonGreedy
4676,1,EpsilonGreedy
4677,1,EpsilonGreedy
4678,0,EpsilonGreedy
4679,0,EpsilonGreedy
4680,0,EpsilonGreedy
4681,0,EpsilonGreedy
4682,1,EpsilonGreedy
4683,0,EpsilonGreedy
4684,0,EpsilonGreedy
4685,1,EpsilonGreedy
4686,1,EpsilonGreedy
4687,0,EpsilonGreedy
4688,1,EpsilonGreedy
4689,1,EpsilonGreedy
4690,0,EpsilonGreedy
4691,0,EpsilonGreedy
4692,0,EpsilonGreedy
4693,1,EpsilonGreedy
4694,0,EpsilonGreedy
4695,0,EpsilonGreedy
4696,0,EpsilonGreedy
4697,1,EpsilonGreedy
4698,0,EpsilonGreedy
4699,1,EpsilonGreedy
4700,0,EpsilonGreedy
4701,0,EpsilonGreedy
4702,1,EpsilonGreedy
4703,1,EpsilonGreedy
4704,0,EpsilonGreedy
4705,1,EpsilonGreedy
4706,0,EpsilonGreedy
4707,1,EpsilonGreedy
4708,1,EpsilonGreedy
4709,0,EpsilonGreedy
4710,0,EpsilonGreedy
4711,0,EpsilonGreedy
4712,1,EpsilonGreedy
4713,0,EpsilonGreedy
4714,0,EpsilonGreedy
4715,0,EpsilonGreedy
4716,0,EpsilonGreedy
4717,0,EpsilonGreedy
4718,0,EpsilonGreedy
4719,0,EpsilonGreedy
4720,0,EpsilonGreedy
4721,0,EpsilonGreedy
4722,0,EpsilonGreedy
4723,0,EpsilonGreedy
4724,0,EpsilonGreedy
4725,0,EpsilonGreedy
4726,0,EpsilonGreedy
4727,0,EpsilonGreedy
4728,0,EpsilonGreedy
4729,0,EpsilonGreedy
4730,0,EpsilonGreedy
4731,0,EpsilonGreedy
4732,0,EpsilonGreedy
4733,0,EpsilonGreedy
4734,1,EpsilonGreedy
4735,0,EpsilonGreedy
4736,0,EpsilonGreedy
4737,0,EpsilonGreedy
4738,1,EpsilonGreedy
4739,0,EpsilonGreedy
4740,0,EpsilonGreedy
4741,1,EpsilonGreedy
4742,1,EpsilonGreedy
4743,0,EpsilonGreedy
4744,0,EpsilonGreedy
4745,1,EpsilonGreedy
4746,0,EpsilonGreedy
4747,0,EpsilonGreedy
4748,0,EpsilonGreedy
4749,1,EpsilonGreedy
4750,0,EpsilonGreedy
4751,0,EpsilonGreedy
4752,0,EpsilonGreedy
4753,0,EpsilonGreedy
4754,0,EpsilonGreedy
4755,0,EpsilonGreedy
4756,0,EpsilonGreedy
4757,0,EpsilonGreedy
4758,0,EpsilonGreedy
4759,0,EpsilonGreedy
4760,0,EpsilonGreedy
4761,0,EpsilonGreedy
4762,0,EpsilonGreedy
4763,1,EpsilonGreedy
4764,0,EpsilonGreedy
4765,0,EpsilonGreedy
4766,1,EpsilonGreedy
4767,1,EpsilonGreedy
4768,0,EpsilonGreedy
4769,0,EpsilonGreedy
4770,0,EpsilonGreedy
4771,0,EpsilonGreedy
4772,1,EpsilonGreedy
4773,1,EpsilonGreedy
4774,0,EpsilonGreedy
4775,0,EpsilonGreedy
4776,0,EpsilonGreedy
4777,0,EpsilonGreedy
4778,1,EpsilonGreedy
4779,0,EpsilonGreedy
4780,0,EpsilonGreedy
4781,0,EpsilonGreedy
4782,0,EpsilonGreedy
4783,0,EpsilonGreedy
4784,0,EpsilonGreedy
4785,1,EpsilonGreedy
4786,1,EpsilonGreedy
4787,1,EpsilonGreedy
4788,0,EpsilonGreedy
4789,0,EpsilonGreedy
4790,0,EpsilonGreedy
4791,0,EpsilonGreedy
4792,0,EpsilonGreedy
4793,1,EpsilonGreedy
4794,1,EpsilonGreedy
4795,0,EpsilonGreedy
4796,0,EpsilonGreedy
4797,0,EpsilonGreedy
4798,0,EpsilonGreedy
4799,0,EpsilonGreedy
4800,0,EpsilonGreedy
4801,1,EpsilonGreedy
4802,0,EpsilonGreedy
4803,0,EpsilonGreedy
4804,1,EpsilonGreedy
4805,0,EpsilonGreedy
4806,1,EpsilonGreedy
4807,0,EpsilonGreedy
4808,0,EpsilonGreedy
4809,0,EpsilonGreedy
4810,0,EpsilonGreedy
4811,0,EpsilonGreedy
4812,0,EpsilonGreedy
4813,0,EpsilonGreedy
4814,0,EpsilonGreedy
4815,1,EpsilonGreedy
4816,0,EpsilonGreedy
4817,0,EpsilonGreedy
4818,0,EpsilonGreedy
4819,0,EpsilonGreedy
4820,0,EpsilonGreedy
4821,0,EpsilonGreedy
4822,0,EpsilonGreedy
4823,1,EpsilonGreedy
4824,1,EpsilonGreedy
4825,1,EpsilonGreedy
4826,1,EpsilonGreedy
4827,0,EpsilonGreedy
4828,1,EpsilonGreedy
4829,0,EpsilonGreedy
4830,1,EpsilonGreedy
4831,0,EpsilonGreedy
4832,0,EpsilonGreedy
4833,0,EpsilonGreedy
4834,0,EpsilonGreedy
4835,0,EpsilonGreedy
4836,0,EpsilonGreedy
4837,0,EpsilonGreedy
4838,0,EpsilonGreedy
4839,0,EpsilonGreedy
4840,0,EpsilonGreedy
4841,0,EpsilonGreedy
4842,0,EpsilonGreedy
4843,0,EpsilonGreedy
4844,0,EpsilonGreedy
4845,1,EpsilonGreedy
4846,0,EpsilonGreedy
4847,0,EpsilonGreedy
4848,0,EpsilonGreedy
4849,1,EpsilonGreedy
4850,0,EpsilonGreedy
4851,0,EpsilonGreedy
4852,1,EpsilonGreedy
4853,1,EpsilonGreedy
4854,1,EpsilonGreedy
4855,1,EpsilonGreedy
4856,0,EpsilonGreedy
4857,0,EpsilonGreedy
4858,0,EpsilonGreedy
4859,0,EpsilonGreedy
4860,0,EpsilonGreedy
4861,0,EpsilonGreedy
4862,0,EpsilonGreedy
4863,1,EpsilonGreedy
4864,1,EpsilonGreedy
4865,0,EpsilonGreedy
4866,0,EpsilonGreedy
4867,0,EpsilonGreedy
4868,0,EpsilonGreedy
4869,0,EpsilonGreedy
4870,1,EpsilonGreedy
4871,0,EpsilonGreedy
4872,1,EpsilonGreedy
4873,1,EpsilonGreedy
4874,0,EpsilonGreedy
4875,0,EpsilonGreedy
4876,0,EpsilonGreedy
4877,0,EpsilonGreedy
4878,0,EpsilonGreedy
4879,1,EpsilonGreedy
4880,0,EpsilonGreedy
4881,0,EpsilonGreedy
4882,0,EpsilonGreedy
4883,1,EpsilonGreedy
4884,0,EpsilonGreedy
4885,0,EpsilonGreedy
4886,0,EpsilonGreedy
4887,0,EpsilonGreedy
4888,0,EpsilonGreedy
4889,0,EpsilonGreedy
4890,1,EpsilonGreedy
4891,0,EpsilonGreedy
4892,1,EpsilonGreedy
4893,0,EpsilonGreedy
4894,0,EpsilonGreedy
4895,0,EpsilonGreedy
4896,0,EpsilonGreedy
4897,0,EpsilonGreedy
4898,0,EpsilonGreedy
4899,0,EpsilonGreedy
4900,1,EpsilonGreedy
4901,0,EpsilonGreedy
4902,1,EpsilonGreedy
4903,1,EpsilonGreedy
4904,0,EpsilonGreedy
4905,0,EpsilonGreedy
4906,0,EpsilonGreedy
4907,0,EpsilonGreedy
4908,0,EpsilonGreedy
4909,0,EpsilonGreedy
4910,0,EpsilonGreedy
4911,1,EpsilonGreedy
4912,1,EpsilonGreedy
4913,0,EpsilonGreedy
4914,0,EpsilonGreedy
4915,1,EpsilonGreedy
4916,0,EpsilonGreedy
4917,0,EpsilonGreedy
4918,1,EpsilonGreedy
4919,0,EpsilonGreedy
4920,0,EpsilonGreedy
4921,0,EpsilonGreedy
4922,0,EpsilonGreedy
4923,0,EpsilonGreedy
4924,0,EpsilonGreedy
4925,0,EpsilonGreedy
4926,0,EpsilonGreedy
4927,1,EpsilonGreedy
4928,0,EpsilonGreedy
4929,0,EpsilonGreedy
4930,0,EpsilonGreedy
4931,1,EpsilonGreedy
4932,1,EpsilonGreedy
4933,0,EpsilonGreedy
4934,0,EpsilonGreedy
4935,0,EpsilonGreedy
4936,0,EpsilonGreedy
4937,1,EpsilonGreedy
4938,0,EpsilonGreedy
4939,0,EpsilonGreedy
4940,0,EpsilonGreedy
4941,0,EpsilonGreedy
4942,0,EpsilonGreedy
4943,0,EpsilonGreedy
4944,0,EpsilonGreedy
4945,1,EpsilonGreedy
4946,0,EpsilonGreedy
4947,1,EpsilonGreedy
4948,0,EpsilonGreedy
4949,1,EpsilonGreedy
4950,1,EpsilonGreedy
4951,0,EpsilonGreedy
4952,0,EpsilonGreedy
4953,0,EpsilonGreedy
4954,0,EpsilonGreedy
4955,1,EpsilonGreedy
4956,0,EpsilonGreedy
4957,0,EpsilonGreedy
4958,0,EpsilonGreedy
4959,1,EpsilonGreedy
4960,0,EpsilonGreedy
4961,1,EpsilonGreedy
4962,0,EpsilonGreedy
4963,1,EpsilonGreedy
4964,0,EpsilonGreedy
4965,1,EpsilonGreedy
4966,0,EpsilonGreedy
4967,1,EpsilonGreedy
4968,0,EpsilonGreedy
4969,0,EpsilonGreedy
4970,0,EpsilonGreedy
4971,0,EpsilonGreedy
4972,0,EpsilonGreedy
4973,0,EpsilonGreedy
4974,1,EpsilonGreedy
4975,0,EpsilonGreedy
4976,0,EpsilonGreedy
4977,1,EpsilonGreedy
4978,1,EpsilonGreedy
4979,0,EpsilonGreedy
4980,0,EpsilonGreedy
4981,0,EpsilonGreedy
4982,1,EpsilonGreedy
4983,0,EpsilonGreedy
4984,0,EpsilonGreedy
4985,0,EpsilonGreedy
4986,1,EpsilonGreedy
4987,1,EpsilonGreedy
4988,1,EpsilonGreedy
4989,0,EpsilonGreedy
4990,0,EpsilonGreedy
4991,0,EpsilonGreedy
4992,0,EpsilonGreedy
4993,0,EpsilonGreedy
4994,1,EpsilonGreedy
4995,1,EpsilonGreedy
4996,1,EpsilonGreedy
4997,0,EpsilonGreedy
4998,0,EpsilonGreedy
4999,0,EpsilonGreedy
5000,0,EpsilonGreedy
5001,0,EpsilonGreedy
5002,0,EpsilonGreedy
5003,0,EpsilonGreedy
5004,1,EpsilonGreedy
5005,0,EpsilonGreedy
5006,0,EpsilonGreedy
5007,0,EpsilonGreedy
5008,0,EpsilonGreedy
5009,0,EpsilonGreedy
5010,0,EpsilonGreedy
5011,0,EpsilonGreedy
5012,0,EpsilonGreedy
5013,0,EpsilonGreedy
5014,0,EpsilonGreedy
5015,0,EpsilonGreedy
5016,1,EpsilonGreedy
5017,0,EpsilonGreedy
5018,0,EpsilonGreedy
5019,0,EpsilonGreedy
5020,0,EpsilonGreedy
5021,1,EpsilonGreedy
5022,0,EpsilonGreedy
5023,0,EpsilonGreedy
5024,0,EpsilonGreedy
5025,1,EpsilonGreedy
5026,0,EpsilonGreedy
5027,0,EpsilonGreedy
5028,0,EpsilonGreedy
5029,0,EpsilonGreedy
5030,0,EpsilonGreedy
5031,1,EpsilonGreedy
5032,0,EpsilonGreedy
5033,0,EpsilonGreedy
5034,1,EpsilonGreedy
5035,1,EpsilonGreedy
5036,1,EpsilonGreedy
5037,1,EpsilonGreedy
5038,1,EpsilonGreedy
5039,0,EpsilonGreedy
5040,0,EpsilonGreedy
5041,0,EpsilonGreedy
5042,1,EpsilonGreedy
5043,0,EpsilonGreedy
5044,0,EpsilonGreedy
5045,0,EpsilonGreedy
5046,0,EpsilonGreedy
5047,1,EpsilonGreedy
5048,0,EpsilonGreedy
5049,0,EpsilonGreedy
5050,0,EpsilonGreedy
5051,0,EpsilonGreedy
5052,1,EpsilonGreedy
5053,0,EpsilonGreedy
5054,0,EpsilonGreedy
5055,0,EpsilonGreedy
5056,1,EpsilonGreedy
5057,0,EpsilonGreedy
5058,0,EpsilonGreedy
5059,1,EpsilonGreedy
5060,0,EpsilonGreedy
5061,1,EpsilonGreedy
5062,0,EpsilonGreedy
5063,1,EpsilonGreedy
5064,0,EpsilonGreedy
5065,1,EpsilonGreedy
5066,0,EpsilonGreedy
5067,0,EpsilonGreedy
5068,0,EpsilonGreedy
5069,1,EpsilonGreedy
5070,0,EpsilonGreedy
5071,0,EpsilonGreedy
5072,1,EpsilonGreedy
5073,0,EpsilonGreedy
5074,0,EpsilonGreedy
5075,1,EpsilonGreedy
5076,0,EpsilonGreedy
5077,0,EpsilonGreedy
5078,0,EpsilonGreedy
5079,0,EpsilonGreedy
5080,1,EpsilonGreedy
5081,0,EpsilonGreedy
5082,1,EpsilonGreedy
5083,0,EpsilonGreedy
5084,0,EpsilonGreedy
5085,0,EpsilonGreedy
5086,0,EpsilonGreedy
5087,1,EpsilonGreedy
5088,1,EpsilonGreedy
5089,1,EpsilonGreedy
5090,0,EpsilonGreedy
5091,0,EpsilonGreedy
5092,1,EpsilonGreedy
5093,0,EpsilonGreedy
5094,0,EpsilonGreedy
5095,0,EpsilonGreedy
5096,1,EpsilonGreedy
5097,0,EpsilonGreedy
5098,1,EpsilonGreedy
5099,0,EpsilonGreedy
5100,1,EpsilonGreedy
5101,0,EpsilonGreedy
5102,0,EpsilonGreedy
5103,0,EpsilonGreedy
5104,0,EpsilonGreedy
5105,0,EpsilonGreedy
5106,0,EpsilonGreedy
5107,0,EpsilonGreedy
5108,0,EpsilonGreedy
5109,1,EpsilonGreedy
5110,0,EpsilonGreedy
5111,1,EpsilonGreedy
5112,0,EpsilonGreedy
5113,0,EpsilonGreedy
5114,1,EpsilonGreedy
5115,1,EpsilonGreedy
5116,0,EpsilonGreedy
5117,0,EpsilonGreedy
5118,0,EpsilonGreedy
5119,0,EpsilonGreedy
5120,0,EpsilonGreedy
5121,0,EpsilonGreedy
5122,0,EpsilonGreedy
5123,1,EpsilonGreedy
5124,1,EpsilonGreedy
5125,0,EpsilonGreedy
5126,0,EpsilonGreedy
5127,0,EpsilonGreedy
5128,1,EpsilonGreedy
5129,0,EpsilonGreedy
5130,0,EpsilonGreedy
5131,1,EpsilonGreedy
5132,0,EpsilonGreedy
5133,0,EpsilonGreedy
5134,0,EpsilonGreedy
5135,0,EpsilonGreedy
5136,0,EpsilonGreedy
5137,0,EpsilonGreedy
5138,0,EpsilonGreedy
5139,1,EpsilonGreedy
5140,0,EpsilonGreedy
5141,0,EpsilonGreedy
5142,0,EpsilonGreedy
5143,1,EpsilonGreedy
5144,0,EpsilonGreedy
5145,1,EpsilonGreedy
5146,0,EpsilonGreedy
5147,1,EpsilonGreedy
5148,0,EpsilonGreedy
5149,0,EpsilonGreedy
5150,0,EpsilonGreedy
5151,0,EpsilonGreedy
5152,0,EpsilonGreedy
5153,1,EpsilonGreedy
5154,1,EpsilonGreedy
5155,0,EpsilonGreedy
5156,0,EpsilonGreedy
5157,1,EpsilonGreedy
5158,0,EpsilonGreedy
5159,1,EpsilonGreedy
5160,0,EpsilonGreedy
5161,0,EpsilonGreedy
5162,1,EpsilonGreedy
5163,1,EpsilonGreedy
5164,0,EpsilonGreedy
5165,0,EpsilonGreedy
5166,0,EpsilonGreedy
5167,0,EpsilonGreedy
5168,0,EpsilonGreedy
5169,0,EpsilonGreedy
5170,0,EpsilonGreedy
5171,0,EpsilonGreedy
5172,1,EpsilonGreedy
5173,0,EpsilonGreedy
5174,1,EpsilonGreedy
5175,1,EpsilonGreedy
5176,0,EpsilonGreedy
5177,0,EpsilonGreedy
5178,0,EpsilonGreedy
5179,0,EpsilonGreedy
5180,1,EpsilonGreedy
5181,0,EpsilonGreedy
5182,0,EpsilonGreedy
5183,1,EpsilonGreedy
5184,1,EpsilonGreedy
5185,0,EpsilonGreedy
5186,0,EpsilonGreedy
5187,0,EpsilonGreedy
5188,0,EpsilonGreedy
5189,0,EpsilonGreedy
5190,0,EpsilonGreedy
5191,0,EpsilonGreedy
5192,0,EpsilonGreedy
5193,0,EpsilonGreedy
5194,1,EpsilonGreedy
5195,0,EpsilonGreedy
5196,0,EpsilonGreedy
5197,0,EpsilonGreedy
5198,0,EpsilonGreedy
5199,1,EpsilonGreedy
5200,0,EpsilonGreedy
5201,0,EpsilonGreedy
5202,0,EpsilonGreedy
5203,1,EpsilonGreedy
5204,0,EpsilonGreedy
5205,0,EpsilonGreedy
5206,0,EpsilonGreedy
5207,0,EpsilonGreedy
5208,1,EpsilonGreedy
5209,0,EpsilonGreedy
5210,1,EpsilonGreedy
5211,1,EpsilonGreedy
5212,0,EpsilonGreedy
5213,0,EpsilonGreedy
5214,0,EpsilonGreedy
5215,1,EpsilonGreedy
5216,0,EpsilonGreedy
5217,1,EpsilonGreedy
5218,0,EpsilonGreedy
5219,1,EpsilonGreedy
5220,0,EpsilonGreedy
5221,0,EpsilonGreedy
5222,0,EpsilonGreedy
5223,0,EpsilonGreedy
5224,0,EpsilonGreedy
5225,1,EpsilonGreedy
5226,0,EpsilonGreedy
5227,0,EpsilonGreedy
5228,1,EpsilonGreedy
5229,0,EpsilonGreedy
5230,1,EpsilonGreedy
5231,1,EpsilonGreedy
5232,0,EpsilonGreedy
5233,0,EpsilonGreedy
5234,0,EpsilonGreedy
5235,1,EpsilonGreedy
5236,1,EpsilonGreedy
5237,0,EpsilonGreedy
5238,1,EpsilonGreedy
5239,1,EpsilonGreedy
5240,0,EpsilonGreedy
5241,1,EpsilonGreedy
5242,0,EpsilonGreedy
5243,1,EpsilonGreedy
5244,1,EpsilonGreedy
5245,1,EpsilonGreedy
5246,1,EpsilonGreedy
5247,1,EpsilonGreedy
5248,0,EpsilonGreedy
5249,1,EpsilonGreedy
5250,1,EpsilonGreedy
5251,0,EpsilonGreedy
5252,0,EpsilonGreedy
5253,1,EpsilonGreedy
5254,0,EpsilonGreedy
5255,0,EpsilonGreedy
5256,0,EpsilonGreedy
5257,1,EpsilonGreedy
5258,1,EpsilonGreedy
5259,1,EpsilonGreedy
5260,0,EpsilonGreedy
5261,0,EpsilonGreedy
5262,0,EpsilonGreedy
5263,0,EpsilonGreedy
5264,0,EpsilonGreedy
5265,1,EpsilonGreedy
5266,0,EpsilonGreedy
5267,1,EpsilonGreedy
5268,1,EpsilonGreedy
5269,1,EpsilonGreedy
5270,0,EpsilonGreedy
5271,0,EpsilonGreedy
5272,1,EpsilonGreedy
5273,1,EpsilonGreedy
5274,1,EpsilonGreedy
5275,0,EpsilonGreedy
5276,0,EpsilonGreedy
5277,0,EpsilonGreedy
5278,0,EpsilonGreedy
5279,1,EpsilonGreedy
5280,1,EpsilonGreedy
5281,1,EpsilonGreedy
5282,0,EpsilonGreedy
5283,0,EpsilonGreedy
5284,0,EpsilonGreedy
5285,0,EpsilonGreedy
5286,0,EpsilonGreedy
5287,0,EpsilonGreedy
5288,0,EpsilonGreedy
5289,0,EpsilonGreedy
5290,1,EpsilonGreedy
5291,0,EpsilonGreedy
5292,0,EpsilonGreedy
5293,1,EpsilonGreedy
5294,1,EpsilonGreedy
5295,0,EpsilonGreedy
5296,0,EpsilonGreedy
5297,0,EpsilonGreedy
5298,0,EpsilonGreedy
5299,1,EpsilonGreedy
5300,1,EpsilonGreedy
5301,0,EpsilonGreedy
5302,0,EpsilonGreedy
5303,0,EpsilonGreedy
5304,0,EpsilonGreedy
5305,0,EpsilonGreedy
5306,0,EpsilonGreedy
5307,0,EpsilonGreedy
5308,0,EpsilonGreedy
5309,0,EpsilonGreedy
5310,0,EpsilonGreedy
5311,0,EpsilonGreedy
5312,1,EpsilonGreedy
5313,0,EpsilonGreedy
5314,1,EpsilonGreedy
5315,0,EpsilonGreedy
5316,0,EpsilonGreedy
5317,0,EpsilonGreedy
5318,0,EpsilonGreedy
5319,0,EpsilonGreedy
5320,1,EpsilonGreedy
5321,0,EpsilonGreedy
5322,0,EpsilonGreedy
5323,1,EpsilonGreedy
5324,0,EpsilonGreedy
5325,1,EpsilonGreedy
5326,1,EpsilonGreedy
5327,0,EpsilonGreedy
5328,1,EpsilonGreedy
5329,1,EpsilonGreedy
5330,0,EpsilonGreedy
5331,0,EpsilonGreedy
5332,1,EpsilonGreedy
5333,0,EpsilonGreedy
5334,1,EpsilonGreedy
5335,1,EpsilonGreedy
5336,0,EpsilonGreedy
5337,0,EpsilonGreedy
5338,1,EpsilonGreedy
5339,1,EpsilonGreedy
5340,0,EpsilonGreedy
5341,0,EpsilonGreedy
5342,0,EpsilonGreedy
5343,0,EpsilonGreedy
5344,0,EpsilonGreedy
5345,0,EpsilonGreedy
5346,0,EpsilonGreedy
5347,0,EpsilonGreedy
5348,0,EpsilonGreedy
5349,0,EpsilonGreedy
5350,0,EpsilonGreedy
5351,0,EpsilonGreedy
5352,0,EpsilonGreedy
5353,1,EpsilonGreedy
5354,0,EpsilonGreedy
5355,1,EpsilonGreedy
5356,1,EpsilonGreedy
5357,0,EpsilonGreedy
5358,0,EpsilonGreedy
5359,0,EpsilonGreedy
5360,0,EpsilonGreedy
5361,0,EpsilonGreedy
5362,0,EpsilonGreedy
5363,0,EpsilonGreedy
5364,0,EpsilonGreedy
5365,0,EpsilonGreedy
5366,0,EpsilonGreedy
5367,0,EpsilonGreedy
5368,1,EpsilonGreedy
5369,0,EpsilonGreedy
5370,0,EpsilonGreedy
5371,0,EpsilonGreedy
5372,0,EpsilonGreedy
5373,0,EpsilonGreedy
5374,0,EpsilonGreedy
5375,0,EpsilonGreedy
5376,0,EpsilonGreedy
5377,0,EpsilonGreedy
5378,0,EpsilonGreedy
5379,0,EpsilonGreedy
5380,0,EpsilonGreedy
5381,0,EpsilonGreedy
5382,0,EpsilonGreedy
5383,0,EpsilonGreedy
5384,0,EpsilonGreedy
5385,1,EpsilonGreedy
5386,0,EpsilonGreedy
5387,1,EpsilonGreedy
5388,0,EpsilonGreedy
5389,0,EpsilonGreedy
5390,0,EpsilonGreedy
5391,0,EpsilonGreedy
5392,1,EpsilonGreedy
5393,0,EpsilonGreedy
5394,1,EpsilonGreedy
5395,0,EpsilonGreedy
5396,0,EpsilonGreedy
5397,1,EpsilonGreedy
5398,1,EpsilonGreedy
5399,0,EpsilonGreedy
5400,1,EpsilonGreedy
5401,1,EpsilonGreedy
5402,1,EpsilonGreedy
5403,0,EpsilonGreedy
5404,0,EpsilonGreedy
5405,0,EpsilonGreedy
5406,0,EpsilonGreedy
5407,0,EpsilonGreedy
5408,1,EpsilonGreedy
5409,0,EpsilonGreedy
5410,1,EpsilonGreedy
5411,0,EpsilonGreedy
5412,0,EpsilonGreedy
5413,0,EpsilonGreedy
5414,0,EpsilonGreedy
5415,0,EpsilonGreedy
5416,1,EpsilonGreedy
5417,0,EpsilonGreedy
5418,0,EpsilonGreedy
5419,1,EpsilonGreedy
5420,0,EpsilonGreedy
5421,0,EpsilonGreedy
5422,0,EpsilonGreedy
5423,0,EpsilonGreedy
5424,1,EpsilonGreedy
5425,1,EpsilonGreedy
5426,1,EpsilonGreedy
5427,0,EpsilonGreedy
5428,0,EpsilonGreedy
5429,0,EpsilonGreedy
5430,0,EpsilonGreedy
5431,1,EpsilonGreedy
5432,0,EpsilonGreedy
5433,1,EpsilonGreedy
5434,0,EpsilonGreedy
5435,0,EpsilonGreedy
5436,0,EpsilonGreedy
5437,0,EpsilonGreedy
5438,0,EpsilonGreedy
5439,0,EpsilonGreedy
5440,0,EpsilonGreedy
5441,0,EpsilonGreedy
5442,0,EpsilonGreedy
5443,0,EpsilonGreedy
5444,0,EpsilonGreedy
5445,1,EpsilonGreedy
5446,0,EpsilonGreedy
5447,0,EpsilonGreedy
5448,0,EpsilonGreedy
5449,1,EpsilonGreedy
5450,0,EpsilonGreedy
5451,1,EpsilonGreedy
5452,0,EpsilonGreedy
5453,1,EpsilonGreedy
5454,0,EpsilonGreedy
5455,0,EpsilonGreedy
