Bandit,Reward,Algorithm
5162,1,ThompsonSampling
5163,0,ThompsonSampling
5164,1,ThompsonSampling
5165,1,ThompsonSampling
5166,0,ThompsonSampling
5167,0,ThompsonSampling
5168,1,ThompsonSampling
5169,0,ThompsonSampling
5170,1,ThompsonSampling
5171,1,ThompsonSampling
5172,1,ThompsonSampling
5173,0,ThompsonSampling
5174,1,ThompsonSampling
5175,0,ThompsonSampling
5176,0,ThompsonSampling
5177,0,ThompsonSampling
5178,1,ThompsonSampling
5179,0,ThompsonSampling
5180,0,ThompsonSampling
5181,1,ThompsonSampling
5182,1,ThompsonSampling
5183,1,ThompsonSampling
5184,0,ThompsonSampling
5185,0,ThompsonSampling
5186,0,ThompsonSampling
5187,0,ThompsonSampling
5188,0,ThompsonSampling
5189,0,ThompsonSampling
5190,1,ThompsonSampling
5191,0,ThompsonSampling
5192,1,ThompsonSampling
5193,0,ThompsonSampling
5194,0,ThompsonSampling
5195,0,ThompsonSampling
5196,1,ThompsonSampling
5197,1,ThompsonSampling
5198,0,ThompsonSampling
5199,0,ThompsonSampling
5200,0,ThompsonSampling
5201,0,ThompsonSampling
5202,0,ThompsonSampling
5203,1,ThompsonSampling
5204,0,ThompsonSampling
5205,1,ThompsonSampling
5206,0,ThompsonSampling
5207,0,ThompsonSampling
5208,1,ThompsonSampling
5209,1,ThompsonSampling
5210,0,ThompsonSampling
5211,0,ThompsonSampling
5212,0,ThompsonSampling
5213,1,ThompsonSampling
5214,0,ThompsonSampling
5215,0,ThompsonSampling
5216,1,ThompsonSampling
5217,1,ThompsonSampling
5218,0,ThompsonSampling
5219,1,ThompsonSampling
5220,0,ThompsonSampling
5221,0,ThompsonSampling
5222,0,ThompsonSampling
5223,1,ThompsonSampling
5224,1,ThompsonSampling
5225,0,ThompsonSampling
5226,1,ThompsonSampling
5227,1,ThompsonSampling
5228,1,ThompsonSampling
5229,0,ThompsonSampling
5230,1,ThompsonSampling
5231,0,ThompsonSampling
5232,1,ThompsonSampling
5233,0,ThompsonSampling
5234,0,ThompsonSampling
5235,1,ThompsonSampling
5236,0,ThompsonSampling
5237,0,ThompsonSampling
5238,1,ThompsonSampling
5239,0,ThompsonSampling
5240,1,ThompsonSampling
5241,0,ThompsonSampling
5242,0,ThompsonSampling
5243,1,ThompsonSampling
5244,1,ThompsonSampling
5245,0,ThompsonSampling
5246,1,ThompsonSampling
5247,1,ThompsonSampling
5248,1,ThompsonSampling
5249,0,ThompsonSampling
5250,0,ThompsonSampling
5251,0,ThompsonSampling
5252,1,ThompsonSampling
5253,0,ThompsonSampling
5254,1,ThompsonSampling
5255,0,ThompsonSampling
5256,1,ThompsonSampling
5257,0,ThompsonSampling
5258,0,ThompsonSampling
5259,0,ThompsonSampling
5260,0,ThompsonSampling
5261,1,ThompsonSampling
5262,1,ThompsonSampling
5263,0,ThompsonSampling
5264,0,ThompsonSampling
5265,0,ThompsonSampling
5266,0,ThompsonSampling
5267,0,ThompsonSampling
5268,0,ThompsonSampling
5269,0,ThompsonSampling
5270,1,ThompsonSampling
5271,0,ThompsonSampling
5272,1,ThompsonSampling
5273,0,ThompsonSampling
5274,0,ThompsonSampling
5275,0,ThompsonSampling
5276,1,ThompsonSampling
5277,1,ThompsonSampling
5278,0,ThompsonSampling
5279,0,ThompsonSampling
5280,1,ThompsonSampling
5281,1,ThompsonSampling
5282,0,ThompsonSampling
5283,0,ThompsonSampling
5284,0,ThompsonSampling
5285,1,ThompsonSampling
5286,1,ThompsonSampling
5287,1,ThompsonSampling
5288,1,ThompsonSampling
5289,0,ThompsonSampling
5290,0,ThompsonSampling
5291,0,ThompsonSampling
5292,1,ThompsonSampling
5293,1,ThompsonSampling
5294,0,ThompsonSampling
5295,0,ThompsonSampling
5296,1,ThompsonSampling
5297,1,ThompsonSampling
5298,1,ThompsonSampling
5299,0,ThompsonSampling
5300,0,ThompsonSampling
5301,0,ThompsonSampling
5302,1,ThompsonSampling
5303,0,ThompsonSampling
5304,1,ThompsonSampling
5305,1,ThompsonSampling
5306,0,ThompsonSampling
5307,1,ThompsonSampling
5308,0,ThompsonSampling
5309,1,ThompsonSampling
5310,1,ThompsonSampling
5311,0,ThompsonSampling
5312,0,ThompsonSampling
5313,1,ThompsonSampling
5314,1,ThompsonSampling
5315,0,ThompsonSampling
5316,0,ThompsonSampling
5317,0,ThompsonSampling
5318,0,ThompsonSampling
5319,1,ThompsonSampling
5320,0,ThompsonSampling
5321,0,ThompsonSampling
5322,0,ThompsonSampling
5323,0,ThompsonSampling
5324,1,ThompsonSampling
5325,0,ThompsonSampling
5326,1,ThompsonSampling
5327,0,ThompsonSampling
5328,0,ThompsonSampling
5329,0,ThompsonSampling
5330,0,ThompsonSampling
5331,1,ThompsonSampling
5332,0,ThompsonSampling
5333,0,ThompsonSampling
5334,0,ThompsonSampling
5335,1,ThompsonSampling
5336,1,ThompsonSampling
5337,0,ThompsonSampling
5338,0,ThompsonSampling
5339,0,ThompsonSampling
5340,1,ThompsonSampling
5341,1,ThompsonSampling
5342,0,ThompsonSampling
5343,1,ThompsonSampling
5344,0,ThompsonSampling
5345,0,ThompsonSampling
5346,1,ThompsonSampling
5347,0,ThompsonSampling
5348,1,ThompsonSampling
5349,1,ThompsonSampling
5350,1,ThompsonSampling
5351,0,ThompsonSampling
5352,1,ThompsonSampling
5353,0,ThompsonSampling
5354,1,ThompsonSampling
5355,1,ThompsonSampling
5356,1,ThompsonSampling
5357,0,ThompsonSampling
5358,0,ThompsonSampling
5359,1,ThompsonSampling
5360,0,ThompsonSampling
5361,0,ThompsonSampling
5362,0,ThompsonSampling
5363,0,ThompsonSampling
5364,0,ThompsonSampling
5365,0,ThompsonSampling
5366,0,ThompsonSampling
5367,1,ThompsonSampling
5368,0,ThompsonSampling
5369,0,ThompsonSampling
5370,1,ThompsonSampling
5371,1,ThompsonSampling
5372,0,ThompsonSampling
5373,1,ThompsonSampling
5374,1,ThompsonSampling
5375,1,ThompsonSampling
5376,1,ThompsonSampling
5377,1,ThompsonSampling
5378,0,ThompsonSampling
5379,0,ThompsonSampling
5380,0,ThompsonSampling
5381,0,ThompsonSampling
5382,0,ThompsonSampling
5383,0,ThompsonSampling
5384,1,ThompsonSampling
5385,0,ThompsonSampling
5386,0,ThompsonSampling
5387,0,ThompsonSampling
5388,0,ThompsonSampling
5389,1,ThompsonSampling
5390,0,ThompsonSampling
5391,0,ThompsonSampling
5392,0,ThompsonSampling
5393,1,ThompsonSampling
5394,1,ThompsonSampling
5395,0,ThompsonSampling
5396,0,ThompsonSampling
5397,1,ThompsonSampling
5398,0,ThompsonSampling
5399,1,ThompsonSampling
5400,0,ThompsonSampling
5401,1,ThompsonSampling
5402,1,ThompsonSampling
5403,0,ThompsonSampling
5404,1,ThompsonSampling
5405,0,ThompsonSampling
5406,1,ThompsonSampling
5407,0,ThompsonSampling
5408,0,ThompsonSampling
5409,0,ThompsonSampling
5410,0,ThompsonSampling
5411,0,ThompsonSampling
5412,0,ThompsonSampling
5413,0,ThompsonSampling
5414,0,ThompsonSampling
5415,0,ThompsonSampling
5416,0,ThompsonSampling
5417,0,ThompsonSampling
5418,0,ThompsonSampling
5419,0,ThompsonSampling
5420,1,ThompsonSampling
5421,0,ThompsonSampling
5422,0,ThompsonSampling
5423,0,ThompsonSampling
5424,0,ThompsonSampling
5425,1,ThompsonSampling
5426,0,ThompsonSampling
5427,1,ThompsonSampling
5428,0,ThompsonSampling
5429,0,ThompsonSampling
5430,1,ThompsonSampling
5431,0,ThompsonSampling
5432,1,ThompsonSampling
5433,0,ThompsonSampling
5434,0,ThompsonSampling
5435,1,ThompsonSampling
5436,1,ThompsonSampling
5437,0,ThompsonSampling
5438,0,ThompsonSampling
5439,0,ThompsonSampling
5440,0,ThompsonSampling
5441,0,ThompsonSampling
5442,0,ThompsonSampling
5443,0,ThompsonSampling
5444,0,ThompsonSampling
5445,0,ThompsonSampling
5446,0,ThompsonSampling
5447,0,ThompsonSampling
5448,1,ThompsonSampling
5449,1,ThompsonSampling
5450,1,ThompsonSampling
5451,1,ThompsonSampling
5452,1,ThompsonSampling
5453,1,ThompsonSampling
5454,1,ThompsonSampling
5455,1,ThompsonSampling
5456,0,ThompsonSampling
5457,0,ThompsonSampling
5458,0,ThompsonSampling
5459,1,ThompsonSampling
5460,0,ThompsonSampling
5461,0,ThompsonSampling
5462,0,ThompsonSampling
5463,1,ThompsonSampling
5464,1,ThompsonSampling
5465,1,ThompsonSampling
5466,1,ThompsonSampling
5467,0,ThompsonSampling
5468,0,ThompsonSampling
5469,1,ThompsonSampling
5470,0,ThompsonSampling
5471,0,ThompsonSampling
5472,0,ThompsonSampling
5473,1,ThompsonSampling
5474,1,ThompsonSampling
5475,1,ThompsonSampling
5476,0,ThompsonSampling
5477,0,ThompsonSampling
5478,1,ThompsonSampling
5479,0,ThompsonSampling
5480,0,ThompsonSampling
5481,1,ThompsonSampling
5482,0,ThompsonSampling
5483,1,ThompsonSampling
5484,0,ThompsonSampling
5485,0,ThompsonSampling
5486,0,ThompsonSampling
5487,1,ThompsonSampling
5488,1,ThompsonSampling
5489,1,ThompsonSampling
5490,0,ThompsonSampling
5491,0,ThompsonSampling
5492,1,ThompsonSampling
5493,1,ThompsonSampling
5494,1,ThompsonSampling
5495,0,ThompsonSampling
5496,1,ThompsonSampling
5497,0,ThompsonSampling
5498,0,ThompsonSampling
5499,0,ThompsonSampling
5500,0,ThompsonSampling
5501,0,ThompsonSampling
5502,0,ThompsonSampling
5503,0,ThompsonSampling
5504,1,ThompsonSampling
5505,1,ThompsonSampling
5506,0,ThompsonSampling
5507,1,ThompsonSampling
5508,1,ThompsonSampling
5509,1,ThompsonSampling
5510,1,ThompsonSampling
5511,0,ThompsonSampling
5512,0,ThompsonSampling
5513,0,ThompsonSampling
5514,1,ThompsonSampling
5515,1,ThompsonSampling
5516,0,ThompsonSampling
5517,1,ThompsonSampling
5518,1,ThompsonSampling
5519,0,ThompsonSampling
5520,1,ThompsonSampling
5521,0,ThompsonSampling
5522,0,ThompsonSampling
5523,0,ThompsonSampling
5524,1,ThompsonSampling
5525,1,ThompsonSampling
5526,0,ThompsonSampling
5527,0,ThompsonSampling
5528,0,ThompsonSampling
5529,1,ThompsonSampling
5530,1,ThompsonSampling
5531,0,ThompsonSampling
5532,0,ThompsonSampling
5533,1,ThompsonSampling
5534,1,ThompsonSampling
5535,0,ThompsonSampling
5536,0,ThompsonSampling
5537,0,ThompsonSampling
5538,0,ThompsonSampling
5539,0,ThompsonSampling
5540,0,ThompsonSampling
5541,1,ThompsonSampling
5542,1,ThompsonSampling
5543,0,ThompsonSampling
5544,0,ThompsonSampling
5545,1,ThompsonSampling
5546,1,ThompsonSampling
5547,1,ThompsonSampling
5548,0,ThompsonSampling
5549,0,ThompsonSampling
5550,0,ThompsonSampling
5551,1,ThompsonSampling
5552,0,ThompsonSampling
5553,0,ThompsonSampling
5554,0,ThompsonSampling
5555,1,ThompsonSampling
5556,0,ThompsonSampling
5557,0,ThompsonSampling
5558,1,ThompsonSampling
5559,1,ThompsonSampling
5560,0,ThompsonSampling
5561,0,ThompsonSampling
5562,0,ThompsonSampling
5563,0,ThompsonSampling
5564,0,ThompsonSampling
5565,1,ThompsonSampling
5566,1,ThompsonSampling
5567,1,ThompsonSampling
5568,0,ThompsonSampling
5569,1,ThompsonSampling
5570,1,ThompsonSampling
5571,0,ThompsonSampling
5572,0,ThompsonSampling
5573,0,ThompsonSampling
5574,0,ThompsonSampling
5575,0,ThompsonSampling
5576,1,ThompsonSampling
5577,1,ThompsonSampling
5578,0,ThompsonSampling
5579,1,ThompsonSampling
5580,1,ThompsonSampling
5581,0,ThompsonSampling
5582,1,ThompsonSampling
5583,0,ThompsonSampling
5584,0,ThompsonSampling
5585,0,ThompsonSampling
5586,0,ThompsonSampling
5587,0,ThompsonSampling
5588,1,ThompsonSampling
5589,0,ThompsonSampling
5590,1,ThompsonSampling
5591,0,ThompsonSampling
5592,0,ThompsonSampling
5593,0,ThompsonSampling
5594,1,ThompsonSampling
5595,0,ThompsonSampling
5596,1,ThompsonSampling
5597,0,ThompsonSampling
5598,0,ThompsonSampling
5599,1,ThompsonSampling
5600,0,ThompsonSampling
5601,1,ThompsonSampling
5602,1,ThompsonSampling
5603,1,ThompsonSampling
5604,1,ThompsonSampling
5605,1,ThompsonSampling
5606,1,ThompsonSampling
5607,0,ThompsonSampling
5608,0,ThompsonSampling
5609,0,ThompsonSampling
5610,0,ThompsonSampling
5611,1,ThompsonSampling
5612,0,ThompsonSampling
5613,1,ThompsonSampling
5614,0,ThompsonSampling
5615,0,ThompsonSampling
5616,0,ThompsonSampling
5617,1,ThompsonSampling
5618,1,ThompsonSampling
5619,0,ThompsonSampling
5620,1,ThompsonSampling
5621,0,ThompsonSampling
5622,1,ThompsonSampling
5623,1,ThompsonSampling
5624,1,ThompsonSampling
5625,0,ThompsonSampling
5626,0,ThompsonSampling
5627,1,ThompsonSampling
5628,1,ThompsonSampling
5629,0,ThompsonSampling
5630,0,ThompsonSampling
5631,0,ThompsonSampling
5632,0,ThompsonSampling
5633,0,ThompsonSampling
5634,0,ThompsonSampling
5635,0,ThompsonSampling
5636,0,ThompsonSampling
5637,0,ThompsonSampling
5638,0,ThompsonSampling
5639,1,ThompsonSampling
5640,1,ThompsonSampling
5641,1,ThompsonSampling
5642,1,ThompsonSampling
5643,1,ThompsonSampling
5644,1,ThompsonSampling
5645,0,ThompsonSampling
5646,0,ThompsonSampling
5647,0,ThompsonSampling
5648,1,ThompsonSampling
5649,0,ThompsonSampling
5650,0,ThompsonSampling
5651,1,ThompsonSampling
5652,0,ThompsonSampling
5653,1,ThompsonSampling
5654,1,ThompsonSampling
5655,1,ThompsonSampling
5656,0,ThompsonSampling
5657,0,ThompsonSampling
5658,0,ThompsonSampling
5659,0,ThompsonSampling
5660,0,ThompsonSampling
5661,0,ThompsonSampling
5662,0,ThompsonSampling
5663,1,ThompsonSampling
5664,0,ThompsonSampling
5665,0,ThompsonSampling
5666,0,ThompsonSampling
5667,0,ThompsonSampling
5668,1,ThompsonSampling
5669,0,ThompsonSampling
5670,0,ThompsonSampling
5671,0,ThompsonSampling
5672,1,ThompsonSampling
5673,1,ThompsonSampling
5674,0,ThompsonSampling
5675,0,ThompsonSampling
5676,0,ThompsonSampling
5677,0,ThompsonSampling
5678,0,ThompsonSampling
5679,1,ThompsonSampling
5680,1,ThompsonSampling
5681,0,ThompsonSampling
5682,0,ThompsonSampling
5683,0,ThompsonSampling
5684,0,ThompsonSampling
5685,0,ThompsonSampling
5686,0,ThompsonSampling
5687,1,ThompsonSampling
5688,0,ThompsonSampling
5689,0,ThompsonSampling
5690,1,ThompsonSampling
5691,1,ThompsonSampling
5692,1,ThompsonSampling
5693,0,ThompsonSampling
5694,0,ThompsonSampling
5695,1,ThompsonSampling
5696,0,ThompsonSampling
5697,0,ThompsonSampling
5698,0,ThompsonSampling
5699,0,ThompsonSampling
5700,1,ThompsonSampling
5701,1,ThompsonSampling
5702,1,ThompsonSampling
5703,0,ThompsonSampling
5704,0,ThompsonSampling
5705,0,ThompsonSampling
5706,0,ThompsonSampling
5707,1,ThompsonSampling
5708,1,ThompsonSampling
5709,0,ThompsonSampling
5710,0,ThompsonSampling
5711,1,ThompsonSampling
5712,1,ThompsonSampling
5713,0,ThompsonSampling
5714,1,ThompsonSampling
5715,0,ThompsonSampling
5716,0,ThompsonSampling
5717,0,ThompsonSampling
5718,1,ThompsonSampling
5719,0,ThompsonSampling
5720,0,ThompsonSampling
5721,1,ThompsonSampling
5722,0,ThompsonSampling
5723,0,ThompsonSampling
5724,0,ThompsonSampling
5725,0,ThompsonSampling
5726,0,ThompsonSampling
5727,1,ThompsonSampling
5728,1,ThompsonSampling
5729,1,ThompsonSampling
5730,0,ThompsonSampling
5731,0,ThompsonSampling
5732,0,ThompsonSampling
5733,0,ThompsonSampling
5734,0,ThompsonSampling
5735,0,ThompsonSampling
5736,1,ThompsonSampling
5737,0,ThompsonSampling
5738,0,ThompsonSampling
5739,1,ThompsonSampling
5740,1,ThompsonSampling
5741,0,ThompsonSampling
5742,1,ThompsonSampling
5743,1,ThompsonSampling
5744,1,ThompsonSampling
5745,1,ThompsonSampling
5746,0,ThompsonSampling
5747,0,ThompsonSampling
5748,1,ThompsonSampling
5749,0,ThompsonSampling
5750,1,ThompsonSampling
5751,1,ThompsonSampling
5752,1,ThompsonSampling
5753,0,ThompsonSampling
5754,0,ThompsonSampling
5755,0,ThompsonSampling
5756,1,ThompsonSampling
5757,1,ThompsonSampling
5758,0,ThompsonSampling
5759,0,ThompsonSampling
5760,0,ThompsonSampling
5761,0,ThompsonSampling
5762,1,ThompsonSampling
5763,0,ThompsonSampling
5764,0,ThompsonSampling
5765,0,ThompsonSampling
5766,0,ThompsonSampling
5767,0,ThompsonSampling
5768,0,ThompsonSampling
5769,1,ThompsonSampling
5770,0,ThompsonSampling
5771,1,ThompsonSampling
5772,1,ThompsonSampling
5773,1,ThompsonSampling
5774,0,ThompsonSampling
5775,1,ThompsonSampling
5776,0,ThompsonSampling
5777,0,ThompsonSampling
5778,0,ThompsonSampling
5779,0,ThompsonSampling
5780,0,ThompsonSampling
5781,0,ThompsonSampling
5782,1,ThompsonSampling
5783,1,ThompsonSampling
5784,0,ThompsonSampling
5785,1,ThompsonSampling
5786,1,ThompsonSampling
5787,1,ThompsonSampling
5788,0,ThompsonSampling
5789,0,ThompsonSampling
5790,0,ThompsonSampling
5791,0,ThompsonSampling
5792,0,ThompsonSampling
5793,0,ThompsonSampling
5794,0,ThompsonSampling
5795,0,ThompsonSampling
5796,1,ThompsonSampling
5797,1,ThompsonSampling
5798,0,ThompsonSampling
5799,1,ThompsonSampling
5800,1,ThompsonSampling
5801,1,ThompsonSampling
5802,0,ThompsonSampling
5803,1,ThompsonSampling
5804,1,ThompsonSampling
5805,0,ThompsonSampling
5806,0,ThompsonSampling
5807,0,ThompsonSampling
5808,1,ThompsonSampling
5809,1,ThompsonSampling
5810,1,ThompsonSampling
5811,0,ThompsonSampling
5812,0,ThompsonSampling
5813,0,ThompsonSampling
5814,0,ThompsonSampling
5815,0,ThompsonSampling
5816,0,ThompsonSampling
5817,1,ThompsonSampling
5818,0,ThompsonSampling
5819,0,ThompsonSampling
5820,0,ThompsonSampling
5821,1,ThompsonSampling
5822,1,ThompsonSampling
5823,1,ThompsonSampling
5824,0,ThompsonSampling
5825,0,ThompsonSampling
5826,0,ThompsonSampling
5827,0,ThompsonSampling
5828,1,ThompsonSampling
5829,0,ThompsonSampling
5830,1,ThompsonSampling
5831,1,ThompsonSampling
5832,1,ThompsonSampling
5833,0,ThompsonSampling
5834,0,ThompsonSampling
5835,1,ThompsonSampling
5836,0,ThompsonSampling
5837,0,ThompsonSampling
5838,1,ThompsonSampling
5839,1,ThompsonSampling
5840,0,ThompsonSampling
5841,0,ThompsonSampling
5842,0,ThompsonSampling
5843,1,ThompsonSampling
5844,0,ThompsonSampling
5845,1,ThompsonSampling
5846,1,ThompsonSampling
5847,0,ThompsonSampling
5848,1,ThompsonSampling
5849,1,ThompsonSampling
5850,1,ThompsonSampling
5851,1,ThompsonSampling
5852,0,ThompsonSampling
5853,1,ThompsonSampling
5854,1,ThompsonSampling
5855,0,ThompsonSampling
5856,0,ThompsonSampling
5857,1,ThompsonSampling
5858,1,ThompsonSampling
5859,0,ThompsonSampling
5860,0,ThompsonSampling
5861,0,ThompsonSampling
5862,1,ThompsonSampling
5863,1,ThompsonSampling
5864,0,ThompsonSampling
5865,0,ThompsonSampling
5866,0,ThompsonSampling
5867,0,ThompsonSampling
5868,0,ThompsonSampling
5869,0,ThompsonSampling
5870,0,ThompsonSampling
5871,1,ThompsonSampling
5872,1,ThompsonSampling
5873,1,ThompsonSampling
5874,1,ThompsonSampling
5875,0,ThompsonSampling
5876,0,ThompsonSampling
5877,0,ThompsonSampling
5878,0,ThompsonSampling
5879,1,ThompsonSampling
5880,1,ThompsonSampling
5881,1,ThompsonSampling
5882,0,ThompsonSampling
5883,0,ThompsonSampling
5884,0,ThompsonSampling
5885,0,ThompsonSampling
5886,1,ThompsonSampling
5887,0,ThompsonSampling
5888,0,ThompsonSampling
5889,1,ThompsonSampling
5890,0,ThompsonSampling
5891,1,ThompsonSampling
5892,0,ThompsonSampling
5893,0,ThompsonSampling
5894,0,ThompsonSampling
5895,0,ThompsonSampling
5896,1,ThompsonSampling
5897,0,ThompsonSampling
5898,1,ThompsonSampling
5899,0,ThompsonSampling
5900,0,ThompsonSampling
5901,0,ThompsonSampling
5902,0,ThompsonSampling
5903,0,ThompsonSampling
5904,0,ThompsonSampling
5905,0,ThompsonSampling
5906,0,ThompsonSampling
5907,1,ThompsonSampling
5908,0,ThompsonSampling
5909,0,ThompsonSampling
5910,1,ThompsonSampling
5911,0,ThompsonSampling
5912,0,ThompsonSampling
5913,0,ThompsonSampling
5914,1,ThompsonSampling
5915,0,ThompsonSampling
5916,1,ThompsonSampling
5917,0,ThompsonSampling
5918,0,ThompsonSampling
5919,0,ThompsonSampling
5920,0,ThompsonSampling
5921,0,ThompsonSampling
5922,0,ThompsonSampling
5923,0,ThompsonSampling
5924,0,ThompsonSampling
5925,0,ThompsonSampling
5926,1,ThompsonSampling
5927,0,ThompsonSampling
5928,1,ThompsonSampling
5929,0,ThompsonSampling
5930,1,ThompsonSampling
5931,1,ThompsonSampling
5932,0,ThompsonSampling
5933,0,ThompsonSampling
5934,1,ThompsonSampling
5935,0,ThompsonSampling
5936,1,ThompsonSampling
5937,1,ThompsonSampling
5938,1,ThompsonSampling
5939,1,ThompsonSampling
5940,0,ThompsonSampling
5941,0,ThompsonSampling
5942,0,ThompsonSampling
5943,1,ThompsonSampling
5944,0,ThompsonSampling
5945,1,ThompsonSampling
5946,0,ThompsonSampling
5947,0,ThompsonSampling
5948,0,ThompsonSampling
5949,0,ThompsonSampling
5950,1,ThompsonSampling
5951,1,ThompsonSampling
5952,0,ThompsonSampling
5953,0,ThompsonSampling
5954,0,ThompsonSampling
5955,0,ThompsonSampling
5956,0,ThompsonSampling
5957,0,ThompsonSampling
5958,1,ThompsonSampling
5959,1,ThompsonSampling
5960,0,ThompsonSampling
5961,1,ThompsonSampling
5962,0,ThompsonSampling
5963,1,ThompsonSampling
5964,1,ThompsonSampling
5965,1,ThompsonSampling
5966,0,ThompsonSampling
5967,0,ThompsonSampling
5968,0,ThompsonSampling
5969,0,ThompsonSampling
5970,0,ThompsonSampling
5971,0,ThompsonSampling
5972,0,ThompsonSampling
5973,0,ThompsonSampling
5974,0,ThompsonSampling
5975,0,ThompsonSampling
5976,1,ThompsonSampling
5977,1,ThompsonSampling
5978,0,ThompsonSampling
5979,0,ThompsonSampling
5980,0,ThompsonSampling
5981,0,ThompsonSampling
5982,0,ThompsonSampling
5983,1,ThompsonSampling
5984,0,ThompsonSampling
5985,0,ThompsonSampling
5986,1,ThompsonSampling
5987,0,ThompsonSampling
5988,1,ThompsonSampling
5989,0,ThompsonSampling
5990,0,ThompsonSampling
5991,0,ThompsonSampling
5992,0,ThompsonSampling
5993,0,ThompsonSampling
5994,0,ThompsonSampling
5995,0,ThompsonSampling
5996,1,ThompsonSampling
5997,1,ThompsonSampling
5998,0,ThompsonSampling
5999,0,ThompsonSampling
6000,0,ThompsonSampling
6001,1,ThompsonSampling
6002,0,ThompsonSampling
6003,1,ThompsonSampling
6004,0,ThompsonSampling
6005,1,ThompsonSampling
6006,1,ThompsonSampling
6007,1,ThompsonSampling
6008,0,ThompsonSampling
6009,0,ThompsonSampling
6010,1,ThompsonSampling
6011,0,ThompsonSampling
6012,1,ThompsonSampling
6013,1,ThompsonSampling
6014,0,ThompsonSampling
6015,1,ThompsonSampling
6016,0,ThompsonSampling
6017,0,ThompsonSampling
6018,0,ThompsonSampling
6019,1,ThompsonSampling
6020,0,ThompsonSampling
6021,0,ThompsonSampling
6022,0,ThompsonSampling
6023,1,ThompsonSampling
6024,1,ThompsonSampling
6025,0,ThompsonSampling
6026,1,ThompsonSampling
6027,1,ThompsonSampling
6028,0,ThompsonSampling
6029,0,ThompsonSampling
6030,1,ThompsonSampling
6031,0,ThompsonSampling
6032,1,ThompsonSampling
6033,0,ThompsonSampling
6034,1,ThompsonSampling
6035,1,ThompsonSampling
6036,0,ThompsonSampling
6037,0,ThompsonSampling
6038,0,ThompsonSampling
6039,1,ThompsonSampling
6040,0,ThompsonSampling
6041,0,ThompsonSampling
6042,1,ThompsonSampling
6043,0,ThompsonSampling
6044,0,ThompsonSampling
6045,0,ThompsonSampling
6046,0,ThompsonSampling
6047,1,ThompsonSampling
6048,1,ThompsonSampling
6049,0,ThompsonSampling
6050,1,ThompsonSampling
6051,1,ThompsonSampling
6052,1,ThompsonSampling
6053,0,ThompsonSampling
6054,1,ThompsonSampling
6055,1,ThompsonSampling
6056,1,ThompsonSampling
6057,0,ThompsonSampling
6058,1,ThompsonSampling
6059,1,ThompsonSampling
6060,0,ThompsonSampling
6061,0,ThompsonSampling
6062,0,ThompsonSampling
6063,0,ThompsonSampling
6064,0,ThompsonSampling
6065,1,ThompsonSampling
6066,0,ThompsonSampling
6067,0,ThompsonSampling
6068,1,ThompsonSampling
6069,1,ThompsonSampling
6070,1,ThompsonSampling
6071,1,ThompsonSampling
6072,1,ThompsonSampling
6073,0,ThompsonSampling
6074,1,ThompsonSampling
6075,1,ThompsonSampling
6076,0,ThompsonSampling
6077,1,ThompsonSampling
6078,0,ThompsonSampling
6079,0,ThompsonSampling
6080,0,ThompsonSampling
6081,1,ThompsonSampling
6082,1,ThompsonSampling
6083,0,ThompsonSampling
6084,0,ThompsonSampling
6085,0,ThompsonSampling
6086,0,ThompsonSampling
6087,0,ThompsonSampling
6088,0,ThompsonSampling
6089,0,ThompsonSampling
6090,1,ThompsonSampling
6091,0,ThompsonSampling
6092,0,ThompsonSampling
6093,1,ThompsonSampling
6094,1,ThompsonSampling
6095,0,ThompsonSampling
6096,1,ThompsonSampling
6097,0,ThompsonSampling
6098,0,ThompsonSampling
6099,0,ThompsonSampling
6100,1,ThompsonSampling
6101,1,ThompsonSampling
6102,0,ThompsonSampling
6103,0,ThompsonSampling
6104,0,ThompsonSampling
6105,1,ThompsonSampling
6106,0,ThompsonSampling
6107,0,ThompsonSampling
6108,0,ThompsonSampling
6109,0,ThompsonSampling
6110,0,ThompsonSampling
6111,1,ThompsonSampling
6112,0,ThompsonSampling
6113,0,ThompsonSampling
6114,0,ThompsonSampling
6115,1,ThompsonSampling
6116,1,ThompsonSampling
6117,0,ThompsonSampling
6118,1,ThompsonSampling
6119,1,ThompsonSampling
6120,0,ThompsonSampling
6121,1,ThompsonSampling
6122,0,ThompsonSampling
6123,1,ThompsonSampling
6124,0,ThompsonSampling
6125,1,ThompsonSampling
6126,1,ThompsonSampling
6127,0,ThompsonSampling
6128,0,ThompsonSampling
6129,0,ThompsonSampling
6130,0,ThompsonSampling
6131,1,ThompsonSampling
6132,1,ThompsonSampling
6133,1,ThompsonSampling
6134,0,ThompsonSampling
6135,0,ThompsonSampling
6136,1,ThompsonSampling
6137,0,ThompsonSampling
6138,0,ThompsonSampling
6139,0,ThompsonSampling
6140,0,ThompsonSampling
6141,0,ThompsonSampling
6142,1,ThompsonSampling
6143,0,ThompsonSampling
6144,0,ThompsonSampling
6145,0,ThompsonSampling
6146,1,ThompsonSampling
6147,0,ThompsonSampling
6148,1,ThompsonSampling
6149,0,ThompsonSampling
6150,1,ThompsonSampling
6151,0,ThompsonSampling
6152,0,ThompsonSampling
6153,0,ThompsonSampling
6154,1,ThompsonSampling
6155,0,ThompsonSampling
6156,1,ThompsonSampling
6157,0,ThompsonSampling
6158,1,ThompsonSampling
6159,1,ThompsonSampling
